order_no,created_at,amount,channel,sales_owner,invoice_required,reconcile_mismatch
SC909203,2026-08-13T17:58:00,3806.45,门店,孙磊,否,否
SC909204,2026-08-13T21:14:00,1450.6,商城,孙磊,是,否
SC909205,2026-08-13T21:50:00,4186.42,商城,赵强,否,否
SC909206,2026-08-13T21:56:00,1926.3,商城,赵强,是,否
SC909207,2026-08-13T16:54:00,4985.93,商城,吴倩,否,否
SC909208,2026-08-13T16:29:00,5973.2,商城,孙磊,是,是
SC909209,2026-08-13T20:34:00,8477.36,电话下单,吴倩,是,否
SC909210,2026-08-13T13:48:00,8210.26,商城,赵强,是,否
SC909211,2026-08-13T18:39:00,365.07,商城,孙磊,否,否
SC909212,2026-08-13T21:48:00,4701.49,商城,赵强,否,否
SC909213,2026-08-13T14:06:00,737.69,商城,赵强,否,否
SC909214,2026-08-13T10:13:00,2972.02,电话下单,赵强,否,否
SC909215,2026-08-13T15:57:00,1652.14,门店,吴倩,否,否
SC909216,2026-08-13T15:41:00,4289.03,门店,赵强,否,否
SC909217,2026-08-13T10:18:00,6732.1,门店,吴倩,是,是
SC909218,2026-08-13T21:05:00,8413.46,门店,赵强,是,是
SC909219,2026-08-13T10:53:00,8482.17,电话下单,吴倩,是,是
SC909220,2026-08-13T17:06:00,4599.83,商城,吴倩,否,否
SC909221,2026-08-13T16:50:00,4937.21,商城,赵强,否,否
SC909222,2026-08-13T16:37:00,6890.42,电话下单,吴倩,否,否
SC909223,2026-08-13T16:33:00,6616.91,门店,赵强,是,否
SC909224,2026-08-13T13:30:00,1013.2,门店,吴倩,否,否
SC909225,2026-08-13T09:29:00,2211.54,门店,吴倩,否,否
SC909226,2026-08-13T15:58:00,5728.12,商城,吴倩,否,否
SC909227,2026-08-13T17:00:00,8158.58,电话下单,赵强,否,否
SC909228,2026-08-13T08:59:00,4555.97,商城,吴倩,否,否
SC909229,2026-08-13T13:16:00,166.34,商城,吴倩,是,否
SC909230,2026-08-13T11:41:00,7326.02,商城,孙磊,是,否
SC909231,2026-08-13T08:13:00,1509.9,商城,赵强,是,否
SC909232,2026-08-13T20:19:00,6741.66,门店,孙磊,否,否
SC909233,2026-08-13T14:01:00,6667.18,商城,吴倩,是,否
SC909234,2026-08-13T16:21:00,5937.51,门店,孙磊,否,否
SC909235,2026-08-13T17:54:00,4843.15,商城,孙磊,否,否
SC909236,2026-08-13T10:34:00,8535.91,门店,赵强,否,否
SC909237,2026-08-13T08:33:00,7845.75,门店,赵强,否,否
SC909238,2026-08-13T18:03:00,5176.99,门店,赵强,否,否
SC909239,2026-08-13T21:19:00,1281.8,电话下单,赵强,否,否
SC909240,2026-08-13T14:31:00,606.64,商城,赵强,是,否
SC909241,2026-08-13T12:23:00,7394.9,商城,吴倩,否,否
SC909242,2026-08-13T20:33:00,8569.64,商城,吴倩,否,否
SC909243,2026-08-13T21:47:00,4868.81,门店,赵强,否,否
SC909244,2026-08-13T13:49:00,6966.44,门店,吴倩,否,否
SC909245,2026-08-13T09:40:00,4365.35,商城,吴倩,是,否
SC909246,2026-08-13T16:13:00,1038.13,商城,赵强,否,否
SC909247,2026-08-13T16:12:00,4956.79,商城,吴倩,否,否
SC909248,2026-08-13T13:43:00,2164.57,电话下单,孙磊,否,否
SC909249,2026-08-13T18:30:00,3434.28,商城,吴倩,是,否
SC909250,2026-08-13T10:53:00,6499.61,商城,孙磊,否,是
SC909251,2026-08-13T21:25:00,4017.81,商城,赵强,否,否
SC909252,2026-08-13T19:00:00,1506.89,门店,吴倩,否,否
SC909253,2026-08-13T08:32:00,717.49,商城,吴倩,是,否
SC909254,2026-08-13T10:32:00,1286.69,门店,吴倩,否,否
SC909255,2026-08-13T11:03:00,4816.69,电话下单,孙磊,是,否
SC909256,2026-08-13T13:24:00,4423.32,门店,孙磊,是,否
SC909257,2026-08-13T19:19:00,870.11,商城,吴倩,是,否
SC909258,2026-08-14T21:21:00,4890.06,商城,赵强,是,否
SC909259,2026-08-14T14:17:00,4025.85,商城,吴倩,否,否
SC909260,2026-08-14T18:21:00,7737.1,门店,赵强,否,否
SC909261,2026-08-14T14:58:00,7451.74,商城,孙磊,否,否
SC909262,2026-08-14T17:31:00,588.35,商城,吴倩,否,否
SC909263,2026-08-14T17:22:00,7509.57,商城,赵强,否,否
SC909264,2026-08-14T11:39:00,5146.11,电话下单,吴倩,否,否
SC909265,2026-08-14T08:42:00,470.76,电话下单,赵强,否,否
SC909266,2026-08-14T09:02:00,1334.25,门店,赵强,是,否
SC909267,2026-08-14T10:22:00,3940.71,商城,赵强,否,是
SC909268,2026-08-14T12:06:00,249.06,门店,孙磊,是,否
SC909269,2026-08-14T14:52:00,2088.08,门店,孙磊,否,否
SC909270,2026-08-14T08:21:00,2420.43,门店,赵强,是,否
SC909271,2026-08-14T17:42:00,291.91,商城,吴倩,是,否
SC909272,2026-08-14T18:38:00,6229.63,商城,赵强,否,否
SC909273,2026-08-14T19:09:00,4482.93,电话下单,赵强,否,否
SC909274,2026-08-14T21:31:00,7881.02,门店,吴倩,否,否
SC909275,2026-08-14T10:09:00,2616.79,商城,吴倩,是,否
SC909276,2026-08-14T12:31:00,7098.94,商城,赵强,是,否
SC909277,2026-08-14T18:04:00,4978.74,商城,吴倩,否,否
SC909278,2026-08-14T20:47:00,3909.91,电话下单,赵强,是,否
SC909279,2026-08-14T09:54:00,2049.64,商城,孙磊,否,否
SC909280,2026-08-14T11:22:00,1242.59,商城,孙磊,否,否
SC909281,2026-08-14T10:40:00,4431.71,商城,吴倩,否,否
SC909282,2026-08-14T20:29:00,3248.17,门店,赵强,是,否
SC909283,2026-08-14T11:11:00,8270.31,商城,孙磊,否,否
SC909284,2026-08-14T12:59:00,708.1,商城,赵强,否,否
SC909285,2026-08-14T13:45:00,3409.55,商城,吴倩,否,否
SC909286,2026-08-14T21:20:00,3696.14,商城,孙磊,是,否
SC909287,2026-08-14T17:22:00,5575.24,电话下单,吴倩,是,否
SC909288,2026-08-14T21:40:00,1417.25,门店,赵强,否,否
SC909289,2026-08-14T10:27:00,2363.66,商城,吴倩,否,是
SC909290,2026-08-14T16:04:00,5138.36,商城,孙磊,是,否
SC909291,2026-08-14T18:15:00,7063.26,门店,吴倩,是,否
SC909292,2026-08-14T17:04:00,4622.85,电话下单,吴倩,是,否
SC909293,2026-08-14T13:20:00,7491.49,门店,赵强,否,是
SC909294,2026-08-14T12:57:00,8068.5,商城,赵强,否,否
SC909295,2026-08-14T21:18:00,4266.94,商城,吴倩,否,否
SC909296,2026-08-14T12:48:00,6815.02,商城,吴倩,否,否
SC909297,2026-08-14T09:51:00,5699.58,商城,吴倩,是,是
SC909298,2026-08-14T12:25:00,5353.66,商城,孙磊,否,否
SC909299,2026-08-14T12:32:00,4718.63,商城,赵强,是,否
SC909300,2026-08-14T09:29:00,7163.62,门店,赵强,是,否
SC909301,2026-08-14T15:49:00,1622.14,电话下单,赵强,否,否
SC909302,2026-08-14T15:05:00,8496.32,电话下单,赵强,是,否
SC909303,2026-08-14T11:54:00,4409.29,商城,孙磊,是,否
SC909304,2026-08-14T09:21:00,4583.43,电话下单,赵强,是,否
SC909305,2026-08-14T13:03:00,4501.36,门店,孙磊,否,否
SC909306,2026-08-14T18:05:00,4930.19,门店,赵强,否,否
SC909307,2026-08-14T14:37:00,3575.24,商城,吴倩,否,是
SC909308,2026-08-14T09:56:00,6901.24,商城,孙磊,否,否
SC909309,2026-08-14T14:26:00,3591.69,商城,孙磊,否,否
SC909310,2026-08-14T10:28:00,2526.26,门店,赵强,否,否
SC909311,2026-08-14T09:24:00,7071.72,商城,赵强,否,否
SC909312,2026-08-14T15:53:00,3316.19,商城,赵强,是,是
SC909313,2026-08-14T12:11:00,8526.67,电话下单,孙磊,否,否
SC909314,2026-08-17T20:46:00,1030.21,门店,孙磊,否,否
SC909315,2026-08-17T09:04:00,4064.31,商城,孙磊,是,否
SC909316,2026-08-17T11:00:00,3179.71,门店,孙磊,否,否
SC909317,2026-08-17T18:05:00,1407.2,商城,吴倩,是,否
SC909318,2026-08-17T16:02:00,2822.59,商城,赵强,否,否
SC909319,2026-08-17T17:46:00,3657.79,商城,吴倩,是,否
SC909320,2026-08-17T14:27:00,5800.97,商城,吴倩,否,否
SC909321,2026-08-17T20:28:00,6056.25,门店,赵强,是,否
SC909322,2026-08-17T11:51:00,7700.58,商城,吴倩,否,否
SC909323,2026-08-17T13:31:00,5333.35,门店,孙磊,否,否
SC909324,2026-08-17T12:36:00,7651.32,商城,吴倩,否,否
SC909325,2026-08-17T09:02:00,1154.32,门店,赵强,否,否
SC909326,2026-08-17T08:11:00,172.31,商城,赵强,否,否
SC909327,2026-08-17T13:37:00,1192.45,门店,孙磊,否,否
SC909328,2026-08-17T20:15:00,2117.79,商城,吴倩,否,是
SC909329,2026-08-17T17:21:00,1055.28,商城,赵强,是,否
SC909330,2026-08-17T17:52:00,283.19,门店,赵强,是,否
SC909331,2026-08-17T09:08:00,1320.7,商城,赵强,否,否
SC909332,2026-08-17T19:28:00,1625.93,商城,吴倩,是,否
SC909333,2026-08-17T12:03:00,7165.38,商城,吴倩,否,否
SC909334,2026-08-17T20:05:00,1124.61,门店,吴倩,否,否
SC909335,2026-08-17T16:13:00,826.42,门店,吴倩,否,否
SC909336,2026-08-17T18:10:00,4015.57,门店,赵强,否,是
SC909337,2026-08-17T14:15:00,8202.47,商城,孙磊,是,否
SC909338,2026-08-17T13:52:00,7398.38,商城,孙磊,否,否
SC909339,2026-08-17T14:05:00,6896.65,门店,赵强,否,否
SC909340,2026-08-17T09:00:00,918.56,电话下单,吴倩,是,否
SC909341,2026-08-17T19:24:00,2206.86,商城,赵强,是,否
SC909342,2026-08-17T16:54:00,4738.28,门店,赵强,是,否
SC909343,2026-08-17T19:04:00,6872.44,商城,孙磊,是,否
SC909344,2026-08-17T10:32:00,5280.91,商城,赵强,否,否
SC909345,2026-08-17T08:33:00,2484.22,商城,吴倩,是,是
SC909346,2026-08-17T12:26:00,3843.28,电话下单,赵强,否,是
SC909347,2026-08-17T19:37:00,6375.62,商城,孙磊,否,否
SC909348,2026-08-17T21:05:00,3394.45,电话下单,孙磊,是,否
SC909349,2026-08-17T19:45:00,6194.25,商城,吴倩,否,否
SC909350,2026-08-17T13:13:00,8276.39,门店,孙磊,否,否
SC909351,2026-08-17T15:56:00,634.46,商城,孙磊,否,否
SC909352,2026-08-17T08:44:00,3558.35,商城,赵强,是,否
SC909353,2026-08-17T11:35:00,7825.88,商城,孙磊,否,是
SC909354,2026-08-17T11:46:00,7761.35,商城,赵强,否,否
SC909355,2026-08-17T08:38:00,527.99,商城,吴倩,否,否
SC909356,2026-08-17T18:29:00,3481.96,门店,吴倩,是,否
SC909357,2026-08-17T11:58:00,3065.57,门店,孙磊,否,否
SC909358,2026-08-17T10:22:00,3834.63,商城,孙磊,是,否
SC909359,2026-08-17T12:56:00,3028.1,商城,孙磊,是,否
SC909360,2026-08-17T20:00:00,5766.41,电话下单,赵强,否,否
SC909361,2026-08-17T18:59:00,4570.35,门店,孙磊,是,否
SC909362,2026-08-17T20:58:00,3449.72,商城,赵强,否,否
SC909363,2026-08-17T14:23:00,7354.05,商城,赵强,是,否
SC909364,2026-08-17T17:53:00,7197.44,商城,吴倩,否,否
SC909365,2026-08-17T13:05:00,4877.19,商城,孙磊,否,否
SC909366,2026-08-17T12:33:00,3071.98,商城,赵强,是,否
SC909367,2026-08-17T16:10:00,2843.04,商城,赵强,否,否
SC909368,2026-08-17T13:00:00,1689.88,商城,孙磊,否,否
SC909369,2026-08-17T16:33:00,4284.27,商城,赵强,否,是
SC909370,2026-08-17T09:33:00,309.07,商城,赵强,否,否
SC909371,2026-08-17T21:19:00,1519.58,商城,孙磊,是,否
SC909372,2026-08-17T18:33:00,6687.75,商城,孙磊,是,是
SC909373,2026-08-17T18:26:00,258.72,门店,赵强,否,否
SC909374,2026-08-17T15:56:00,1256.39,门店,赵强,否,否
SC909375,2026-08-17T19:29:00,3684.36,商城,吴倩,是,是
SC909376,2026-08-17T17:40:00,8157.6,门店,赵强,否,否
SC909377,2026-08-17T09:44:00,439.89,门店,孙磊,否,否
SC909378,2026-08-17T16:08:00,6675.13,商城,赵强,是,否
SC909379,2026-08-17T08:54:00,1729.46,电话下单,赵强,是,否
SC909380,2026-08-18T16:17:00,5374.24,电话下单,孙磊,否,否
SC909381,2026-08-18T15:46:00,559.99,门店,孙磊,否,否
SC909382,2026-08-18T20:21:00,5404.83,电话下单,孙磊,否,否
SC909383,2026-08-18T14:43:00,2826.62,商城,吴倩,否,否
SC909384,2026-08-18T18:31:00,4996.68,商城,吴倩,否,否
SC909385,2026-08-18T18:05:00,2385.83,商城,赵强,是,否
SC909386,2026-08-18T19:38:00,2472.26,商城,孙磊,否,否
SC909387,2026-08-18T09:15:00,4374.49,商城,赵强,是,否
SC909388,2026-08-18T19:36:00,8390.58,门店,吴倩,否,否
SC909389,2026-08-18T14:34:00,1253.19,商城,赵强,否,否
SC909390,2026-08-18T10:43:00,6507.62,商城,孙磊,否,否
SC909391,2026-08-18T19:58:00,2011.92,电话下单,赵强,是,否
SC909392,2026-08-18T15:34:00,8068.63,商城,孙磊,否,否
SC909393,2026-08-18T16:22:00,2051.22,商城,吴倩,否,否
SC909394,2026-08-18T13:07:00,4200.34,门店,赵强,否,否
SC909395,2026-08-18T15:43:00,805.09,电话下单,赵强,是,否
SC909396,2026-08-18T20:31:00,8011.61,电话下单,吴倩,是,是
SC909397,2026-08-18T13:22:00,6691.77,商城,孙磊,否,否
SC909398,2026-08-18T12:09:00,6720.14,商城,吴倩,否,是
SC909399,2026-08-18T21:03:00,2762.7,门店,吴倩,是,否
SC909400,2026-08-18T14:33:00,4864.0,门店,吴倩,否,是
SC909401,2026-08-18T16:49:00,1467.44,商城,孙磊,否,否
SC909402,2026-08-18T19:41:00,5245.59,商城,赵强,是,否
SC909403,2026-08-18T16:15:00,3285.55,商城,孙磊,否,否
SC909404,2026-08-18T16:53:00,5190.25,电话下单,赵强,否,否
SC909405,2026-08-18T10:01:00,8162.79,门店,吴倩,否,否
SC909406,2026-08-18T14:03:00,3342.47,商城,赵强,否,是
SC909407,2026-08-18T14:22:00,706.2,门店,孙磊,否,否
SC909408,2026-08-18T11:51:00,3174.77,商城,赵强,是,否
SC909409,2026-08-18T17:35:00,473.67,商城,吴倩,是,否
SC909410,2026-08-18T15:37:00,1312.63,电话下单,吴倩,是,否
SC909411,2026-08-18T17:35:00,2517.91,商城,赵强,否,否
SC909412,2026-08-18T11:54:00,317.1,商城,赵强,是,否
SC909413,2026-08-18T15:30:00,8204.9,商城,吴倩,否,否
SC909414,2026-08-18T14:28:00,6249.96,商城,孙磊,否,否
SC909415,2026-08-18T15:53:00,866.57,电话下单,孙磊,否,否
SC909416,2026-08-18T11:33:00,2611.24,商城,吴倩,否,否
SC909417,2026-08-18T14:35:00,5305.63,电话下单,孙磊,是,否
SC909418,2026-08-18T15:42:00,5217.73,门店,赵强,否,否
SC909419,2026-08-18T14:27:00,4285.62,商城,赵强,是,否
SC909420,2026-08-18T10:29:00,1648.73,商城,孙磊,否,否
SC909421,2026-08-18T09:28:00,7580.0,电话下单,赵强,是,否
SC909422,2026-08-18T12:15:00,7356.96,门店,赵强,是,否
SC909423,2026-08-18T16:35:00,1809.98,门店,孙磊,是,否
SC909424,2026-08-18T21:49:00,1540.36,商城,孙磊,是,否
SC909425,2026-08-18T12:59:00,3727.48,商城,孙磊,否,否
SC909426,2026-08-18T18:56:00,5906.17,商城,赵强,否,否
SC909427,2026-08-18T10:09:00,5400.84,门店,吴倩,否,否
SC909428,2026-08-18T08:51:00,7655.84,电话下单,赵强,否,是
SC909429,2026-08-18T19:33:00,2793.53,门店,赵强,否,否
SC909430,2026-08-18T11:56:00,2840.26,门店,赵强,是,是
SC909431,2026-08-18T19:40:00,2141.51,商城,赵强,否,否
SC909432,2026-08-18T08:40:00,2702.23,商城,孙磊,否,否
SC909433,2026-08-18T15:48:00,5521.01,门店,赵强,否,是
SC909434,2026-08-18T16:02:00,1530.07,商城,赵强,是,否
SC909435,2026-08-18T16:44:00,2364.57,商城,吴倩,否,否
SC909436,2026-08-18T10:14:00,613.65,商城,吴倩,是,否
SC909437,2026-08-18T09:39:00,2566.4,门店,吴倩,否,否
SC909438,2026-08-18T21:05:00,950.92,商城,孙磊,是,否
SC909439,2026-08-11T21:04:00,3363.94,商城,孙磊,否,否
SC909440,2026-08-11T20:35:00,5531.63,商城,吴倩,否,否
SC909441,2026-08-11T16:14:00,8045.12,电话下单,吴倩,是,否
SC909442,2026-08-11T18:07:00,5397.93,门店,赵强,否,否
SC909443,2026-08-11T20:07:00,1198.19,商城,孙磊,否,否
SC909444,2026-08-11T09:41:00,3383.78,商城,吴倩,是,否
SC909445,2026-08-11T12:33:00,3159.86,门店,孙磊,否,否
SC909446,2026-08-11T18:51:00,8078.84,门店,赵强,是,否
SC909447,2026-08-11T09:26:00,4865.87,门店,赵强,是,否
SC909448,2026-08-11T09:23:00,1509.75,门店,吴倩,是,否
SC909449,2026-08-11T13:31:00,1241.24,门店,赵强,否,否
SC909450,2026-08-11T09:29:00,4410.68,商城,孙磊,否,否
SC909451,2026-08-11T19:16:00,4234.89,商城,孙磊,否,是
SC909452,2026-08-11T15:52:00,8570.46,商城,吴倩,否,否
SC909453,2026-08-11T18:17:00,4533.6,商城,孙磊,是,否
SC909454,2026-08-11T10:39:00,1755.51,电话下单,赵强,否,是
SC909455,2026-08-11T12:36:00,1449.55,门店,孙磊,是,否
SC909456,2026-08-11T13:21:00,8201.54,商城,孙磊,否,否
SC909457,2026-08-11T11:49:00,1280.38,商城,孙磊,否,否
SC909458,2026-08-11T16:50:00,7873.01,商城,吴倩,是,否
SC909459,2026-08-11T17:23:00,8100.83,商城,赵强,否,否
SC909460,2026-08-11T21:55:00,3171.57,商城,孙磊,否,否
SC909461,2026-08-11T14:22:00,5506.61,商城,赵强,是,否
SC909462,2026-08-11T21:01:00,6886.35,门店,赵强,是,否
SC909463,2026-08-11T20:09:00,2809.5,商城,孙磊,否,否
SC909464,2026-08-11T15:40:00,6782.33,商城,孙磊,否,否
SC909465,2026-08-11T14:00:00,3987.04,商城,孙磊,否,否
SC909466,2026-08-11T18:56:00,7977.36,商城,吴倩,否,否
SC909467,2026-08-11T19:40:00,1319.34,商城,吴倩,是,否
SC909468,2026-08-11T14:11:00,7347.92,商城,孙磊,否,否
SC909469,2026-08-11T12:55:00,5388.28,商城,赵强,否,否
SC909470,2026-08-11T13:26:00,8099.21,门店,孙磊,否,否
SC909471,2026-08-11T12:22:00,8478.46,电话下单,赵强,否,否
SC909472,2026-08-11T18:58:00,8357.76,电话下单,孙磊,是,否
SC909473,2026-08-11T19:19:00,4693.61,门店,吴倩,是,否
SC909474,2026-08-11T08:03:00,7509.19,商城,赵强,是,否
SC909475,2026-08-11T11:41:00,1748.0,商城,孙磊,否,否
SC909476,2026-08-11T19:56:00,5721.15,商城,吴倩,否,否
SC909477,2026-08-11T19:12:00,6716.14,商城,吴倩,否,否
SC909478,2026-08-11T18:23:00,7949.13,商城,赵强,否,否
SC909479,2026-08-11T18:03:00,4675.37,电话下单,孙磊,否,是
SC909480,2026-08-11T14:02:00,364.87,商城,孙磊,是,否
SC909481,2026-08-11T19:47:00,6446.79,商城,赵强,否,否
SC909482,2026-08-11T19:01:00,8422.49,商城,孙磊,是,否
SC909483,2026-08-11T12:11:00,6820.79,商城,孙磊,是,否
SC909484,2026-08-11T08:50:00,6243.7,门店,孙磊,是,是
SC909485,2026-08-11T18:16:00,7338.19,商城,赵强,否,是
SC909486,2026-08-11T18:11:00,517.22,商城,赵强,是,否
